categori	5	4	3	14	24	5	8	3	14	36
have-multipl	1	0	0	1	13	1	0	0	1	13
the-targus	1	0	0	1	13	1	0	0	1	21
veri-sharp	1	0	0	1	13	1	0	0	1	13
invest-in	0	2	3	3	26	0	2	3	3	26
touch-on	0	5	0	2	5	0	5	0	2	5
bit-slow	0	5	0	2	5	0	5	0	2	5
amazon-custom	5	3	0	3	7	5	3	0	3	7
mani-app	2	1	2	13	45	3	2	2	13	46
skype-and	1	0	0	11	14	1	0	0	11	14
the-storag	1	0	0	11	14	1	0	0	11	14
over-NUM	12	7	2	19	41	13	7	2	19	47
heart	1	0	4	1	21	1	0	4	1	21
hundr-dollar	2	0	0	9	10	4	0	0	9	10
all-day	0	2	1	14	39	0	2	1	14	43
not-tech	0	1	1	5	4	0	1	1	5	4
live-in	4	8	11	8	31	4	11	11	9	37
not-allow	4	10	2	5	20	4	15	2	5	20
clariti-of	0	1	9	5	15	0	1	18	5	15
great-app	0	2	3	1	21	0	2	3	1	21
you-decid	2	0	6	10	16	2	0	12	10	16
watch	37	40	32	104	321	47	82	44	132	447
NUM-are	2	2	6	4	10	2	2	6	4	10
a-sim	12	0	3	2	19	18	0	3	2	19
it-appear	4	2	4	6	11	4	2	4	6	12
